niche,sub_service,specific_service,phrase,urgency,outcome,paid
tree services,land clearing,land / lot clearing,"No, it's not land clearing. It's tree pruning.",routine,callback,1
tree services,land clearing,land / lot clearing,get an estimate for a tree removal,routine,booked,0
tree services,land clearing,land / lot clearing,give me an estimate for trimming,routine,booked,1
tree services,land clearing,land / lot clearing,some yard waste removed,routine,callback,1
tree services,land clearing,land / lot clearing,I need it chipped up,routine,callback,1
tree services,land clearing,land / lot clearing,"I'm trying to get a new fence put in, and I have a lot of trees here blocking the way",routine,callback,1
tree services,land clearing,land / lot clearing,The trees have never been looked at and they're very overgrown.,routine,booked,1
tree services,land clearing,land / lot clearing,see if I can clear that out so I can expand a fence around it,routine,booked,0
tree services,land clearing,land / lot clearing,"Some are pretty decently big, and there's a lot of brush",routine,callback,1
tree services,land clearing,land / lot clearing,just a bunch of limbs and stuff like that,routine,callback,1
tree services,land clearing,land / lot clearing,the trees are right in the front yard,routine,booked,1
tree services,land clearing,land / lot clearing,How much is it going to cost?,routine,callback,1
tree services,land clearing,brush chipping,some yard waste removed,routine,callback,1
tree services,land clearing,brush chipping,I need it chipped up,routine,callback,1
tree services,land clearing,brush chipping,just a bunch of limbs and stuff like that,routine,callback,1
tree services,wood & mulch,wood chips / firewood / mulch,remove the tree from my property,urgent,callback,1
tree services,wood & mulch,wood chips / firewood / mulch,some yard waste removed,routine,callback,1
tree services,wood & mulch,wood chips / firewood / mulch,I need it chipped up,routine,callback,1
tree services,wood & mulch,wood chips / firewood / mulch,there's a tree on the sidewalk that's kind of big and tipped over onto my yard,urgent,callback,1
tree services,wood & mulch,wood chips / firewood / mulch,just a bunch of limbs and stuff like that,routine,callback,1
tree services,wood & mulch,wood chips / firewood / mulch,It's a pretty big log.,urgent,callback,1
hvac,air conditioning,mini-split repair,I need somebody to come out and look at my mini-splay unit getting an error code about heating,routine,booked,1
hvac,air conditioning,mini-split repair,I need to find somebody that can come out and do cleaning on mini-split units at my residence,routine,booked,1
hvac,air conditioning,mini-split repair,one mini split The drain clogged on it and the other one I just need taken apart and cleaned,routine,booked,1
hvac,air conditioning,mini-split repair,"it sort of has like a peculiar smell to it, so I would just like it checked out",routine,booked,1
hvac,air conditioning,mini-split repair,just has an error code on it and doesn't look all there,routine,booked,1
hvac,air conditioning,mini-split repair,I'm trying to schedule a repair on a mini split,routine,callback,0
hvac,air conditioning,mini-split repair,Please give me a call back if you repair those,routine,callback,0
hvac,air conditioning,mini-split repair,do you guys do repairs on mini split se units,routine,booked,1
hvac,air conditioning,mini-split repair,it's just there's leakage at the parking side,routine,callback,1
hvac,air conditioning,mini-split repair,It smells like a sweet cotton candy smell,urgent,booked,1
hvac,air conditioning,mini-split repair,I know it's going to need a new condenser,routine,callback,1
hvac,air conditioning,mini-split repair,this one was not installed by y'all,routine,callback,0
hvac,air conditioning,mini-split repair,my main split doesn't want to...,routine,callback,1
hvac,air conditioning,mini-split repair,I think it needs to be free on.,routine,callback,1
hvac,air conditioning,mini-split repair,I need service for a mini split,urgent,booked,1
hvac,air conditioning,mini-split repair,"I got a mini-split that's acting up. Do you all do those, and do you all have, like, common parts for those on your trucks?",routine,no_sale,1
hvac,air conditioning,mini-split repair,We went to turn it on and we heard a big pop. And there was a yellow light blinking on the condenser outside,routine,booked,0
hvac,air conditioning,mini-split repair,I have found you online advertising that you do mini splits. So that's false advertising.,unknown,no_sale,0
hvac,air conditioning,mini-split repair,I would just like somebody to come and inspect and potentially clean a mini split,routine,booked,1
hvac,air conditioning,mini-split repair,"I was wondering about an estimate for some split air conditioners, mini splits.",routine,callback,0
hvac,air conditioning,mini-split repair,"we have a Fujitsu mini split air conditioner, and it's not cooling right now",routine,booked,1
hvac,air conditioning,mini-split repair,somebody can stop by sometime today to take a look at my mini split,urgent,booked,1
hvac,air conditioning,mini-split repair,the part that came looks very different than the part that came off,routine,callback,0
hvac,air conditioning,mini-split repair,"the AC is working It's just like blowing, barely blowing some air.",routine,booked,1
hvac,air conditioning,mini-split repair,"it makes like a humming sound, like an electrical humming sound",urgent,booked,1
hvac,air conditioning,mini-split repair,Do you guys do service warranty work on Mitsubishi mini splits?,routine,callback,1
hvac,air conditioning,mini-split repair,how much you charge to clean a mini split i have two of them,routine,no_sale,0
hvac,air conditioning,mini-split repair,I was wondering if you do mini-foot cleaning in Bayonne,routine,no_sale,0
hvac,air conditioning,mini-split repair,I have a mini split air conditioner that the pump went,routine,callback,0
hvac,air conditioning,mini-split repair,some kind of water drips on the interior unit,routine,callback,1
hvac,air conditioning,mini-split repair,I'm not going to pay for a service call,routine,no_sale,0
hvac,air conditioning,mini-split repair,It's saying that the sensor went out.,routine,no_sale,0
hvac,air conditioning,mini-split repair,It's not cooling. I get a PC00 error,routine,booked,1
hvac,air conditioning,mini-split repair,Your website says mini split pros.,unknown,no_sale,0
hvac,air conditioning,mini-split repair,Can you guys work on mini splits?,unknown,no_sale,0
hvac,air conditioning,mini-split repair,getting a quote on the mini split,routine,booked,1
hvac,air conditioning,mini-split repair,do you work on LG mini splits?,routine,booked,0
hvac,air conditioning,mini-split repair,Do y'all work on mini flicks?,routine,no_sale,0
hvac,air conditioning,mini-split repair,"It's not cool, the apartment",urgent,booked,1
hvac,air conditioning,mini-split repair,It blowing a little warm,routine,booked,1
hvac,air conditioning,mini-split repair,I have a mini-split unit,routine,callback,1
hvac,air conditioning,mini-split repair,"No, just cleaning.",routine,booked,1
hvac,air conditioning,mini-split repair,It's called F4.,routine,no_sale,0
hvac,air conditioning,mini-split repair,Mini-split.,unknown,no_sale,0
hvac,air conditioning,AC repair,it needs some refrigerant um you guys come out and inspect it and uh is there a fee for it,routine,no_sale,1
hvac,air conditioning,AC repair,I'm looking to get a sense of cost and potentially availability in the next few days.,urgent,no_sale,0
hvac,air conditioning,AC repair,My HVAC system is leaking and the water is starting to pool in my utility room,urgent,callback,1
hvac,air conditioning,AC repair,she needs a new air conditioning and furnace to replace her 30-year-old unit,routine,callback,1
hvac,air conditioning,AC repair,I think my system is old enough where I probably just need to replace it,routine,callback,1
hvac,air conditioning,AC repair,we're looking for someone who could relight the fireplace pilot.,routine,no_sale,0
hvac,air conditioning,AC repair,I would like someone to stay by and to see what is the problem,routine,unknown,1
hvac,air conditioning,AC repair,I'm looking to get a window unit installed with a bracket.,urgent,no_sale,0
hvac,air conditioning,AC repair,I want to service or repair or schedule repair for a unit,routine,callback,1
hvac,air conditioning,AC repair,the K-valve seems to be leaking and needs to be replaced,routine,callback,1
hvac,air conditioning,AC repair,I need to also have a metal bracket installed.,urgent,no_sale,0
hvac,air conditioning,AC repair,what brands do you typically try to install?,routine,callback,1
hvac,air conditioning,AC repair,I'm looking to get a quote for some service.,routine,callback,1
hvac,air conditioning,AC repair,it looks like it needs some Freon,urgent,booked,0
hvac,air conditioning,AC repair,let me call you back,routine,callback,1
hvac,air conditioning,AC repair,I thinking of doing the AC the duct cleaning and I just wonder I never did it before how that works and how much our estimates cost,routine,no_sale,1
hvac,air conditioning,AC repair,"I got a mini-split that's acting up. Do you all do those, and do you all have, like, common parts for those on your trucks?",routine,no_sale,1
hvac,air conditioning,AC repair,how much you guys are charged to come out and look at my heating and cooling system.,routine,no_sale,0
hvac,air conditioning,AC repair,"It's the one that goes in the wall like in a hotel, like in a motel hotel.",routine,no_sale,1
hvac,air conditioning,AC repair,I was calling to see if I couldn't have somebody come look at my AC unit,routine,no_sale,1
hvac,air conditioning,AC repair,My ACs keep shutting off after being on for about 45 minutes to an hour,urgent,booked,1
hvac,air conditioning,AC repair,I was wondering if you actually do the manual J calculations on homes,routine,callback,1
hvac,air conditioning,AC repair,I'm trying to find someone to look at it before they charge anything,routine,no_sale,1
hvac,air conditioning,AC repair,Do you know of anybody in the whole Tri-City area that does window?,routine,no_sale,1
hvac,air conditioning,AC repair,"I have a baby in the house, and it's like sticking 92 degrees",urgent,booked,0
hvac,air conditioning,AC repair,"Do you do cleaning and sort of maintenance, like checkup?",routine,no_sale,1
hvac,air conditioning,AC repair,non-functionality of my AC in the downstairs guest room,routine,unknown,1
hvac,air conditioning,AC repair,"No, Monday is too late because there is so much water",urgent,callback,1
hvac,air conditioning,AC repair,do you clean window AC units or is it just ducts,routine,no_sale,1
hvac,air conditioning,AC repair,What do you guys charge per pound for the Fran?,routine,no_sale,1
hvac,air conditioning,AC repair,give me an estimate on an HVAC and heat system,routine,callback,1
hvac,air conditioning,AC repair,what it would cost for just a maintenance call,routine,no_sale,1
hvac,air conditioning,AC repair,getting an estimate on a split air conditioner,routine,no_sale,1
hvac,air conditioning,AC repair,do you guys work on air conditioning units?,unknown,no_sale,0
hvac,air conditioning,AC repair,with open vents allowing pest entry,routine,unknown,1
hvac,air conditioning,AC repair,I don't know any good HVAC people,routine,no_sale,0
hvac,air conditioning,AC repair,Do you guys fix air conditioning?,urgent,booked,0
hvac,air conditioning,AC repair,"Do you guys do SR-22, like Freon?",routine,no_sale,1
hvac,air conditioning,AC repair,it's like a hotel air conditioner,routine,no_sale,1
hvac,air conditioning,AC repair,and then the system recharged.,routine,callback,1
hvac,air conditioning,AC repair,it's a package unit,routine,callback,1
hvac,air conditioning,AC not cooling,"Well, it's not cooling, so it probably needs a tune-up or a filter problem with the service.",urgent,booked,1
hvac,air conditioning,AC not cooling,"I need a technician, like my AC is not working properly.",urgent,booked,1
hvac,air conditioning,AC not cooling,"I need as soon as possible like you know, without AC.",urgent,booked,1
hvac,air conditioning,AC not cooling,like I need to have someone come out this Friday.,urgent,booked,1
hvac,air conditioning,AC not cooling,I need a technician as soon as possible,urgent,callback,1
hvac,air conditioning,AC not cooling,I need a technician to come to my home.,urgent,booked,1
hvac,air conditioning,AC not cooling,see what is the real problem with that,routine,quoted,0
hvac,air conditioning,AC not cooling,my AC is not working properly,urgent,booked,1
hvac,air conditioning,AC not cooling,"what y'all charge for, like, a service fee to come out and look at it",routine,no_sale,1
hvac,air conditioning,AC not cooling,"My air conditioner just quit working, my central air.",urgent,unknown,0
hvac,air conditioning,AC not cooling,The fan turns on and then it kind of turns off,urgent,booked,1
hvac,air conditioning,AC not cooling,it's coming on but it's not blowing cold,routine,booked,0
hvac,air conditioning,AC not cooling,I think my air is not cooling properly,routine,no_sale,1
hvac,air conditioning,AC not cooling,come to my home and fix my AC,urgent,booked,1
hvac,air conditioning,AC not cooling,It's a central AC basically.,urgent,callback,1
hvac,air conditioning,AC not cooling,Today is best for me.,urgent,booked,1
hvac,air conditioning,AC not cooling,it's not cooling.,urgent,booked,1
hvac,air conditioning,AC not cooling,My AC went out.,urgent,booked,1
hvac,air conditioning,ac repair,I would like someone to stay by and to see what is the problem,routine,unknown,1
hvac,air conditioning,ac repair,my AC is not working properly,urgent,booked,1
hvac,air conditioning,ac repair,I was calling to see if I couldn't have somebody come look at my AC unit,routine,no_sale,1
hvac,air conditioning,ac repair,non-functionality of my AC in the downstairs guest room,routine,unknown,1
hvac,air conditioning,ac repair,The fan turns on and then it kind of turns off,urgent,booked,1
hvac,air conditioning,ac repair,with open vents allowing pest entry,routine,unknown,1
hvac,air conditioning,ac repair,come to my home and fix my AC,urgent,booked,1
hvac,air conditioning,ac repair,Today is best for me.,urgent,booked,1
hvac,air conditioning,ac repair,it's not cooling.,urgent,booked,1
hvac,air conditioning,ac repair,My AC went out.,urgent,booked,1
hvac,air conditioning,central ac repair,"I need a technician, like my AC is not working properly.",urgent,booked,1
hvac,air conditioning,central ac repair,"I need as soon as possible like you know, without AC.",urgent,booked,1
hvac,air conditioning,central ac repair,I need a technician as soon as possible,urgent,callback,1
hvac,air conditioning,central ac repair,I need a technician to come to my home.,urgent,booked,1
hvac,air conditioning,central ac repair,see what is the real problem with that,routine,quoted,0
hvac,air conditioning,central ac repair,my AC is not working properly,urgent,callback,1
hvac,air conditioning,central ac repair,It's a central AC basically.,urgent,callback,1
hvac,air conditioning,condensate drain clog,i actually called you for an ac repair in jacksonville,routine,callback,1
hvac,air conditioning,condensate drain clog,there is water leaking from underneath my inside unit,urgent,booked,1
hvac,air conditioning,condensate drain clog,the stop drain that's clogged,urgent,booked,1
hvac,air conditioning,condensate drain clog,no i'm the property manager,routine,callback,1
hvac,air conditioning,condensate drain clog,blow it out,urgent,booked,1
hvac,air conditioning,hvac system replacement,she needs a new air conditioning and furnace to replace her 30-year-old unit,routine,callback,1
hvac,air conditioning,hvac system replacement,I think my system is old enough where I probably just need to replace it,routine,callback,1
hvac,air conditioning,hvac system replacement,what brands do you typically try to install?,routine,callback,1
hvac,air conditioning,hvac system replacement,I was wondering if you actually do the manual J calculations on homes,routine,callback,1
hvac,air conditioning,hvac system replacement,give me an estimate on an HVAC and heat system,routine,callback,1
hvac,air conditioning,window ac installation,I'm looking to get a sense of cost and potentially availability in the next few days.,urgent,no_sale,0
hvac,air conditioning,window ac installation,I'm looking to get a window unit installed with a bracket.,urgent,no_sale,0
hvac,air conditioning,window ac installation,I need to also have a metal bracket installed.,urgent,no_sale,0
hvac,air conditioning,compressor valve replacement,the K-valve seems to be leaking and needs to be replaced,routine,callback,1
hvac,air conditioning,compressor valve replacement,I'm looking to get a quote for some service.,routine,callback,1
hvac,air conditioning,compressor valve replacement,and then the system recharged.,routine,callback,1
hvac,air conditioning,ac repair (needs freon),it looks like it needs some Freon,urgent,booked,0
hvac,air conditioning,ac repair (needs freon),"I have a baby in the house, and it's like sticking 92 degrees",urgent,booked,0
hvac,air conditioning,ac repair (needs freon),Do you guys fix air conditioning?,urgent,booked,0
hvac,air conditioning,package unit repair,I want to service or repair or schedule repair for a unit,routine,callback,1
hvac,air conditioning,package unit repair,let me call you back,routine,callback,1
hvac,air conditioning,package unit repair,it's a package unit,routine,callback,1
hvac,air conditioning,ac condenser refrigerant recharge,it needs some refrigerant um you guys come out and inspect it and uh is there a fee for it,routine,no_sale,1
hvac,air conditioning,ac condenser refrigerant recharge,I'm trying to find someone to look at it before they charge anything,routine,no_sale,1
hvac,air conditioning,ac maintenance/tune-up,"Do you do cleaning and sort of maintenance, like checkup?",routine,no_sale,1
hvac,air conditioning,ac maintenance/tune-up,what it would cost for just a maintenance call,routine,no_sale,1
hvac,air conditioning,refrigerant/freon recharge,What do you guys charge per pound for the Fran?,routine,no_sale,1
hvac,air conditioning,refrigerant/freon recharge,"Do you guys do SR-22, like Freon?",routine,no_sale,1
hvac,air conditioning,window ac unit cleaning,Do you know of anybody in the whole Tri-City area that does window?,routine,no_sale,1
hvac,air conditioning,window ac unit cleaning,do you clean window AC units or is it just ducts,routine,no_sale,1
hvac,air conditioning,through-wall (ptac) ac repair,"It's the one that goes in the wall like in a hotel, like in a motel hotel.",routine,no_sale,1
hvac,air conditioning,through-wall (ptac) ac repair,it's like a hotel air conditioner,routine,no_sale,1
hvac,air conditioning,hvac leak (water pooling),My HVAC system is leaking and the water is starting to pool in my utility room,urgent,callback,1
hvac,air conditioning,hvac leak (water pooling),"No, Monday is too late because there is so much water",urgent,callback,1
hvac,air conditioning,ac repair (condensate/discharge line),i actually called you for an ac repair in jacksonville,routine,callback,1
hvac,air conditioning,ac repair (condensate/discharge line),no i'm the property manager,routine,callback,1
hvac,air conditioning,air conditioning repair,do you guys work on air conditioning units?,unknown,no_sale,0
hvac,air conditioning,ac repair (central air not working),"My air conditioner just quit working, my central air.",urgent,unknown,0
hvac,air conditioning,ac repair (unit shutting off),My ACs keep shutting off after being on for about 45 minutes to an hour,urgent,booked,1
hvac,air conditioning,gas fireplace pilot relight,we're looking for someone who could relight the fireplace pilot.,routine,no_sale,0
hvac,air conditioning,split ac estimate,getting an estimate on a split air conditioner,routine,no_sale,1
hvac,hvac install,HVAC install / replacement,we have an ERV right now but we're looking to one make sure it's working correctly and to install another one,routine,callback,1
hvac,hvac install,HVAC install / replacement,"we need to have somebody come out and look at to install, like, the gas flue and the gas system for it.",routine,no_sale,1
hvac,hvac install,HVAC install / replacement,I have to get two exhaust lines installed in our house for the kitchen and the bathroom,routine,no_sale,0
hvac,hvac install,HVAC install / replacement,I'm looking to get a sense of cost and potentially availability in the next few days.,urgent,no_sale,0
hvac,hvac install,HVAC install / replacement,she needs a new air conditioning and furnace to replace her 30-year-old unit,routine,callback,1
hvac,hvac install,HVAC install / replacement,I think my system is old enough where I probably just need to replace it,routine,callback,1
hvac,hvac install,HVAC install / replacement,we're looking for someone who could relight the fireplace pilot.,routine,no_sale,0
hvac,hvac install,HVAC install / replacement,we do not have an ERV at the moment. We are looking to install.,routine,booked,1
hvac,hvac install,HVAC install / replacement,I'm looking to get a quote on an energy recovering ventilator.,routine,no_sale,0
hvac,hvac install,HVAC install / replacement,I'm looking to get a window unit installed with a bracket.,urgent,no_sale,0
hvac,hvac install,HVAC install / replacement,the K-valve seems to be leaking and needs to be replaced,routine,callback,1
hvac,hvac install,HVAC install / replacement,I'm trying to schedule a repair on a mini split,routine,callback,0
hvac,hvac install,HVAC install / replacement,Please give me a call back if you repair those,routine,callback,0
hvac,hvac install,HVAC install / replacement,I need to also have a metal bracket installed.,urgent,no_sale,0
hvac,hvac install,HVAC install / replacement,I'm looking for ERV installations for my home,routine,booked,1
hvac,hvac install,HVAC install / replacement,what brands do you typically try to install?,routine,callback,1
hvac,hvac install,HVAC install / replacement,I'm looking to get a quote for some service.,routine,callback,1
hvac,hvac install,HVAC install / replacement,I know it's going to need a new condenser,routine,callback,1
hvac,hvac install,HVAC install / replacement,this one was not installed by y'all,routine,callback,0
hvac,hvac install,HVAC install / replacement,I want to make sure we want someone to come and look in the attic and evaluate first,routine,callback,1
hvac,hvac install,HVAC install / replacement,"I was wondering about an estimate for some split air conditioners, mini splits.",routine,callback,0
hvac,hvac install,HVAC install / replacement,I was wondering if you actually do the manual J calculations on homes,routine,callback,1
hvac,hvac install,HVAC install / replacement,the part that came looks very different than the part that came off,routine,callback,0
hvac,hvac install,HVAC install / replacement,I was wondering if I would be able to get someone out to quote us,routine,no_sale,0
hvac,hvac install,HVAC install / replacement,we've got a parts washer that is similar to setting up a boiler.,routine,no_sale,1
hvac,hvac install,HVAC install / replacement,Do you guys do service warranty work on Mitsubishi mini splits?,routine,callback,1
hvac,hvac install,HVAC install / replacement,I have a mini split air conditioner that the pump went,routine,callback,0
hvac,hvac install,HVAC install / replacement,It'll be a three-ton system you're integrating with.,routine,no_sale,0
hvac,hvac install,HVAC install / replacement,give me an estimate on an HVAC and heat system,routine,callback,1
hvac,hvac install,HVAC install / replacement,your website says you all do work boilers.,routine,no_sale,1
hvac,hvac install,HVAC install / replacement,energy recovery ventilators for my home,routine,booked,1
hvac,hvac install,HVAC install / replacement,"An energy recovering vent, an ERV.",routine,no_sale,0
hvac,hvac install,HVAC install / replacement,and then the system recharged.,routine,callback,1
hvac,hvac install,erv installation,we have an ERV right now but we're looking to one make sure it's working correctly and to install another one,routine,callback,1
hvac,hvac install,erv installation,we do not have an ERV at the moment. We are looking to install.,routine,booked,1
hvac,hvac install,erv installation,I'm looking to get a quote on an energy recovering ventilator.,routine,no_sale,0
hvac,hvac install,erv installation,I'm looking for ERV installations for my home,routine,booked,1
hvac,hvac install,erv installation,I want to make sure we want someone to come and look in the attic and evaluate first,routine,callback,1
hvac,hvac install,erv installation,It'll be a three-ton system you're integrating with.,routine,no_sale,0
hvac,hvac install,erv installation,energy recovery ventilators for my home,routine,booked,1
hvac,hvac install,erv installation,"An energy recovering vent, an ERV.",routine,no_sale,0
hvac,hvac install,gas flue installation,"we need to have somebody come out and look at to install, like, the gas flue and the gas system for it.",routine,no_sale,1
hvac,hvac install,gas flue installation,we've got a parts washer that is similar to setting up a boiler.,routine,no_sale,1
hvac,hvac install,gas flue installation,your website says you all do work boilers.,routine,no_sale,1
hvac,hvac install,exhaust vent installation,I have to get two exhaust lines installed in our house for the kitchen and the bathroom,routine,no_sale,0
hvac,hvac install,exhaust vent installation,I was wondering if I would be able to get someone out to quote us,routine,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,we have an ERV right now but we're looking to one make sure it's working correctly and to install another one,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,I need to find somebody that can come out and do cleaning on mini-split units at my residence,routine,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,"Well, it's not cooling, so it probably needs a tune-up or a filter problem with the service.",urgent,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,one mini split The drain clogged on it and the other one I just need taken apart and cleaned,routine,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,it needs some refrigerant um you guys come out and inspect it and uh is there a fee for it,routine,no_sale,1
hvac,hvac maintenance,HVAC tune-up / inspection,"it sort of has like a peculiar smell to it, so I would just like it checked out",routine,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,I want to service or repair or schedule repair for a unit,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,the K-valve seems to be leaking and needs to be replaced,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,like I need to have someone come out this Friday.,urgent,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,I'm looking to get a quote for some service.,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,I know it's going to need a new condenser,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,I need service for a mini split,urgent,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,let me call you back,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,I have found you online advertising that you do mini splits. So that's false advertising.,unknown,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,how much you guys are charged to come out and look at my heating and cooling system.,routine,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,I want to make sure we want someone to come and look in the attic and evaluate first,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,I'm trying to find one that does a service with negative pressure and compressed air,routine,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,I would just like somebody to come and inspect and potentially clean a mini split,routine,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,"what y'all charge for, like, a service fee to come out and look at it",routine,no_sale,1
hvac,hvac maintenance,HVAC tune-up / inspection,I'm trying to find someone to look at it before they charge anything,routine,no_sale,1
hvac,hvac maintenance,HVAC tune-up / inspection,Do you guys do service warranty work on Mitsubishi mini splits?,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,how much you charge to clean a mini split i have two of them,routine,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,"Do you do cleaning and sort of maintenance, like checkup?",routine,no_sale,1
hvac,hvac maintenance,HVAC tune-up / inspection,I was wondering if you do mini-foot cleaning in Bayonne,routine,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,what it would cost for just a maintenance call,routine,no_sale,1
hvac,hvac maintenance,HVAC tune-up / inspection,I'm not going to pay for a service call,routine,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,I think my air is not cooling properly,routine,no_sale,1
hvac,hvac maintenance,HVAC tune-up / inspection,"you guys do duct cleaning, correct?",routine,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,Your website says mini split pros.,unknown,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,Can you guys work on mini splits?,unknown,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,I don't know any good HVAC people,routine,no_sale,0
hvac,hvac maintenance,HVAC tune-up / inspection,getting a quote on the mini split,routine,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,and then the system recharged.,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,"It's not cool, the apartment",urgent,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,It blowing a little warm,routine,booked,1
hvac,hvac maintenance,HVAC tune-up / inspection,it's a package unit,routine,callback,1
hvac,hvac maintenance,HVAC tune-up / inspection,Mini-split.,unknown,no_sale,0
hvac,hvac maintenance,mini-split cleaning & maintenance,I need to find somebody that can come out and do cleaning on mini-split units at my residence,routine,booked,1
hvac,hvac maintenance,mini-split cleaning & maintenance,one mini split The drain clogged on it and the other one I just need taken apart and cleaned,routine,booked,1
hvac,hvac maintenance,mini-split cleaning & maintenance,I have found you online advertising that you do mini splits. So that's false advertising.,unknown,no_sale,0
hvac,hvac maintenance,mini-split cleaning & maintenance,getting a quote on the mini split,routine,booked,1
hvac,hvac maintenance,mini-split cleaning & maintenance,It blowing a little warm,routine,booked,1
hvac,hvac maintenance,mini-split cleaning & maintenance,Mini-split.,unknown,no_sale,0
hvac,hvac maintenance,system inspection,how much you guys are charged to come out and look at my heating and cooling system.,routine,no_sale,0
hvac,hvac maintenance,system inspection,I don't know any good HVAC people,routine,no_sale,0
hvac,heating,furnace / heater repair,"we need to have somebody come out and look at to install, like, the gas flue and the gas system for it.",routine,no_sale,1
hvac,heating,furnace / heater repair,I need somebody to come out and look at my mini-splay unit getting an error code about heating,routine,booked,1
hvac,heating,furnace / heater repair,she needs a new air conditioning and furnace to replace her 30-year-old unit,routine,callback,1
hvac,heating,furnace / heater repair,can you come and give me an estimate for repairing my boiler,urgent,booked,1
hvac,heating,furnace / heater repair,what brands do you typically try to install?,routine,callback,1
hvac,heating,furnace / heater repair,how much you guys are charged to come out and look at my heating and cooling system.,routine,no_sale,0
hvac,heating,furnace / heater repair,I was wondering if you actually do the manual J calculations on homes,routine,callback,1
hvac,heating,furnace / heater repair,we've got a parts washer that is similar to setting up a boiler.,routine,no_sale,1
hvac,heating,furnace / heater repair,It's been two months now. We're not getting hot water,urgent,booked,1
hvac,heating,furnace / heater repair,your website says you all do work boilers.,routine,no_sale,1
hvac,heating,furnace / heater repair,It's not cooling. I get a PC00 error,routine,booked,1
hvac,heating,furnace / heater repair,I don't know any good HVAC people,routine,no_sale,0
hvac,heating,boiler repair (no hot water),can you come and give me an estimate for repairing my boiler,urgent,booked,1
hvac,heating,boiler repair (no hot water),It's been two months now. We're not getting hot water,urgent,booked,1
hvac,duct work,air duct cleaning,I thinking of doing the AC the duct cleaning and I just wonder I never did it before how that works and how much our estimates cost,routine,no_sale,1
hvac,duct work,air duct cleaning,I have a question regarding the like a duct cleaning. How much you guys charge for those?,routine,callback,1
hvac,duct work,air duct cleaning,I'm trying to find one that does a service with negative pressure and compressed air,routine,booked,1
hvac,duct work,air duct cleaning,"you guys do duct cleaning, correct?",routine,booked,1
hvac,duct work,duct cleaning,I thinking of doing the AC the duct cleaning and I just wonder I never did it before how that works and how much our estimates cost,routine,no_sale,1
hvac,duct work,duct cleaning,I have a question regarding the like a duct cleaning. How much you guys charge for those?,routine,callback,1
hvac,duct work,duct repair / sealing,Do you know of anybody in the whole Tri-City area that does window?,routine,no_sale,1
hvac,duct work,duct repair / sealing,do you clean window AC units or is it just ducts,routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,"we just kind of need help with someone coming out here showing us where it is, what is what, and then taking care of it.",routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I just need some clippings hauled away from a large bush that I just clipped.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I need someone to maintain those plants and to do blowing and weed control,routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,"I have some areas in my yard that need grass planted, mulch, et cetera",routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I have branches and leaves that need to go away as soon as possible,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"I'm trying to find a man who runs Bates Mowing out of Houston, PA.",routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,"What I need is aeration, number one, and potentially de-thatching.",routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"we were looking to get it, like, treated, removed, or whatever.",routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I'm looking for a cleanup in a property in Massachusetts.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I need somebody to help me with the cleanup of my yard,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,We are told that we have poison ivy in our backyard.,routine,callback,1
